거래처,항목코드,중앙값,최빈값,최소,최대,건수,고유단가수,단가범위,표준단가,표준대비(%)
(주)비앤에프엘엔씨,MA-03463,297892.5,295785.0,295785.0,300000.0,2,2,"295,785~300,000",,
(주)비앤에프엘엔씨,MA-03523,480000.0,480000.0,480000.0,480000.0,1,1,"480,000(고정)",,
(주)비앤에프엘엔씨,MA-03561,335223.0,330000.0,330000.0,340000.0,3,3,"330,000~340,000",,
(주)비앤에프엘엔씨,MA-03887,420000.0,420000.0,420000.0,420000.0,1,1,"420,000(고정)",,
(주)비앤에프엘엔씨,MA-04423,86420.0,86420.0,86420.0,86420.0,2,1,"86,420(고정)",,
(주)비앤에프엘엔씨,MA-04542,418550.0,418550.0,418550.0,418550.0,1,1,"418,550(고정)",,
(주)비앤에프엘엔씨,MA-04684,126720.0,126720.0,126720.0,126720.0,1,1,"126,720(고정)",,
(주)비앤에프엘엔씨,MA-04764,417900.0,417900.0,417900.0,420000.0,12,3,"417,900~420,000",,
(주)비앤에프엘엔씨,MA-05381,295785.0,295785.0,295785.0,295785.0,1,1,"295,785(고정)",,
(주)비앤에프엘엔씨,MA-05398,418950.0,417900.0,417900.0,420000.0,4,2,"417,900~420,000",,
(주)비앤에프엘엔씨,MA-05410,300000.0,300000.0,300000.0,300000.0,1,1,"300,000(고정)",,
(주)비앤에프엘엔씨,MA-05411,300000.0,300000.0,300000.0,300000.0,1,1,"300,000(고정)",,
(주)비앤에프엘엔씨,MA-05430,450000.0,450000.0,450000.0,450000.0,1,1,"450,000(고정)",,
(주)비앤에프엘엔씨,MA-05444,418550.0,418550.0,418550.0,418550.0,3,1,"418,550(고정)",,
(주)비앤에프엘엔씨,MA-05453,359000.0,359000.0,359000.0,360000.0,9,2,"359,000~360,000",,
(주)비앤에프엘엔씨,MA-05491,250000.0,250000.0,250000.0,250000.0,4,1,"250,000(고정)",,
(주)비앤에프엘엔씨,MA-05497,480000.0,480000.0,480000.0,480000.0,3,1,"480,000(고정)",,
(주)비앤에프엘엔씨,MA-05530,420000.0,420000.0,420000.0,420000.0,1,1,"420,000(고정)",,
(주)비앤에프엘엔씨,MA-05551,359390.0,359390.0,359390.0,359390.0,4,1,"359,390(고정)",,
(주)비앤에프엘엔씨,MA-05596,417900.0,417900.0,417900.0,420000.0,5,2,"417,900~420,000",,
(주)비앤에프엘엔씨,MA-05600,320.0,320.0,320.0,320.0,1,1,320(고정),,
(주)비앤에프엘엔씨,MA-05687,124400.0,124400.0,124400.0,124400.0,1,1,"124,400(고정)",,
(주)비앤에프엘엔씨,MA-05740,126720.0,126720.0,126720.0,126720.0,2,1,"126,720(고정)",,
(주)비앤에프엘엔씨,MA-05757,326620.0,323240.0,323240.0,330000.0,2,2,"323,240~330,000",,
(주)비앤에프엘엔씨,MA-05774,400000.0,400000.0,400000.0,400000.0,1,1,"400,000(고정)",,
(주)비앤에프엘엔씨,MA-05901,350.0,350.0,300.0,420.0,13,6,300~420,,
(주)비앤에프엘엔씨,MA-05980,422550.0,422550.0,422550.0,422550.0,1,1,"422,550(고정)",,
(주)비앤에프엘엔씨,MA-05986,230000.0,223640.0,223640.0,285310.0,8,3,"223,640~285,310",,
(주)비앤에프엘엔씨,MA-06096,479595.0,479190.0,479190.0,480000.0,2,2,"479,190~480,000",,
(주)비앤에프엘엔씨,MA-06164,484524.0,484524.0,452000.0,484524.0,3,2,"452,000~484,524",,
(주)비앤에프엘엔씨,MA-06197,478000.0,478000.0,478000.0,478000.0,1,1,"478,000(고정)",,
(주)비앤에프엘엔씨,MA-06289,331530.0,331530.0,331530.0,331530.0,2,1,"331,530(고정)",,
(주)비앤에프엘엔씨,MA-06554,230000.0,230000.0,230000.0,230000.0,1,1,"230,000(고정)",,
(주)비앤에프엘엔씨,MA-06601,250740.0,250740.0,250740.0,250740.0,1,1,"250,740(고정)",,
(주)비앤에프엘엔씨,MA-06711,270000.0,270000.0,270000.0,270000.0,1,1,"270,000(고정)",,
(주)비앤에프엘엔씨,MA-06761,230000.0,230000.0,230000.0,230000.0,2,1,"230,000(고정)",,
(주)비앤에프엘엔씨,MA-06786,181630.0,181630.0,181630.0,181630.0,1,1,"181,630(고정)",,
(주)비앤에프엘엔씨,MA-06803,480000.0,480000.0,480000.0,480000.0,1,1,"480,000(고정)",,
(주)비앤에프엘엔씨,MA-06825,480000.0,480000.0,480000.0,480000.0,1,1,"480,000(고정)",,
(주)비앤에프엘엔씨,MA-06827,484524.0,484524.0,484524.0,484524.0,1,1,"484,524(고정)",,
(주)비앤에프엘엔씨,MA-06897,164000.0,164000.0,164000.0,164000.0,1,1,"164,000(고정)",,
(주)비앤에프엘엔씨,MA-06921,285310.0,285310.0,214.0,290000.0,6,4,"214~290,000",,
(주)비앤에프엘엔씨,MA-07002,330.0,330.0,330.0,330.0,6,1,330(고정),,
(주)비앤에프엘엔씨,MA-07004,380.0,380.0,380.0,380.0,2,1,380(고정),,
(주)비앤에프엘엔씨,MA-07058,360.0,360.0,360.0,360.0,2,1,360(고정),,
(주)비앤에프엘엔씨,MA-07072,292530.0,292530.0,292530.0,300000.0,3,2,"292,530~300,000",,
(주)비앤에프엘엔씨,MA-07129,460.0,460.0,460.0,460.0,2,1,460(고정),,
(주)비앤에프엘엔씨,MA-07194,480.0,480.0,480.0,480.0,1,1,480(고정),,
(주)비앤에프엘엔씨,MA-07197,292530.0,292530.0,292530.0,292530.0,2,1,"292,530(고정)",,
(주)비앤에프엘엔씨,MA-07216,150000.0,150000.0,140000.0,155000.0,17,3,"140,000~155,000",,
(주)비앤에프엘엔씨,MA-07264,370.0,370.0,370.0,370.0,1,1,370(고정),,
(주)비앤에프엘엔씨,MA-07357,315.0,300.0,300.0,330.0,6,2,300~330,,
(주)비앤에프엘엔씨,MA-07454,420000.0,420000.0,420000.0,420000.0,1,1,"420,000(고정)",,
(주)비앤에프엘엔씨,MA-07480,130000.0,130000.0,130000.0,137000.0,3,2,"130,000~137,000",,
(주)비앤에프엘엔씨,MA-07584,292530.0,292530.0,292530.0,292530.0,1,1,"292,530(고정)",,
(주)비앤에프엘엔씨,MA-07623,350000.0,350000.0,350000.0,350000.0,2,1,"350,000(고정)",,
(주)비앤에프엘엔씨,MA-07728,331530.0,331530.0,331530.0,331530.0,2,1,"331,530(고정)",,
(주)비앤에프엘엔씨,MA-07816,395.0,240.0,240.0,550.0,2,2,240~550,,
(주)비앤에프엘엔씨,MA-07824,250.0,250.0,250.0,250.0,8,1,250(고정),,
(주)비앤에프엘엔씨,MA-07837,520.0,520.0,500.0,520.0,3,2,500~520,,
(주)비앤에프엘엔씨,MA-07872,295785.0,295785.0,295785.0,295785.0,1,1,"295,785(고정)",,
(주)비앤에프엘엔씨,MA-07888,600000.0,600000.0,600000.0,600000.0,1,1,"600,000(고정)",,
(주)비앤에프엘엔씨,MA-07900,250740.0,250740.0,250740.0,250740.0,1,1,"250,740(고정)",,
(주)비앤에프엘엔씨,MA-07945,290.0,290.0,290.0,290.0,1,1,290(고정),,
(주)비앤에프엘엔씨,MA-07946,260.0,260.0,260.0,260.0,1,1,260(고정),,
(주)비앤에프엘엔씨,MA-08000,570.0,570.0,570.0,570.0,1,1,570(고정),,
(주)비앤에프엘엔씨,MA-08027,490000.0,490000.0,490000.0,490000.0,2,1,"490,000(고정)",,
(주)비앤에프엘엔씨,MA-08052,325.0,300.0,300.0,350.0,2,2,300~350,,
(주)비앤에프엘엔씨,MA-08053,400.0,400.0,400.0,400.0,1,1,400(고정),,
(주)비앤에프엘엔씨,MA-08055,300.0,300.0,300.0,300.0,1,1,300(고정),,
(주)비앤에프엘엔씨,MA-08072,450.0,450.0,450.0,450.0,1,1,450(고정),,
(주)비앤에프엘엔씨,MA-08083,390000.0,360000.0,360000.0,420000.0,4,2,"360,000~420,000",,
(주)비앤에프엘엔씨,MA-08107,500000.0,500000.0,500000.0,500000.0,1,1,"500,000(고정)",,
(주)비앤에프엘엔씨,MA-08108,480000.0,480000.0,480000.0,480000.0,1,1,"480,000(고정)",,
(주)비앤에프엘엔씨,MA-08109,600000.0,600000.0,600000.0,600000.0,1,1,"600,000(고정)",,
(주)비앤에프엘엔씨,MA-08111,360000.0,360000.0,360000.0,360000.0,1,1,"360,000(고정)",,
(주)비앤에프엘엔씨,MA-08142,700.0,700.0,700.0,700.0,1,1,700(고정),,
(주)비앤에프엘엔씨,MA-0MA-071297129,460.0,460.0,460.0,460.0,1,1,460(고정),,
(주)비앤에프엘엔씨,MA00013,484524.0,484524.0,484524.0,484524.0,1,1,"484,524(고정)",,
(주)비앤에프엘엔씨,MA00030,480000.0,480000.0,460000.0,480000.0,5,3,"460,000~480,000",,
(주)비앤에프엘엔씨,MA00126,108000.0,108000.0,108000.0,108000.0,3,1,"108,000(고정)",,
(주)비앤에프엘엔씨,MA00203,134310.0,134310.0,134310.0,134310.0,3,1,"134,310(고정)",,
(주)비앤에프엘엔씨,MA00975,93300.0,93300.0,93300.0,93300.0,1,1,"93,300(고정)",,
(주)비앤에프엘엔씨,MA01082,93300.0,93300.0,93300.0,93300.0,1,1,"93,300(고정)",,
(주)비앤에프엘엔씨,MA01223,93300.0,93300.0,93300.0,93300.0,2,1,"93,300(고정)",,
(주)비앤에프엘엔씨,MA01424,111960.0,111960.0,111960.0,111960.0,4,1,"111,960(고정)",,
(주)비앤에프엘엔씨,MA01537,450640.0,450640.0,450640.0,450640.0,2,1,"450,640(고정)",,
(주)비앤에프엘엔씨,MA01908,313040.0,313040.0,313040.0,313040.0,2,1,"313,040(고정)",,
(주)서울화장품,001008,40.0,40.0,40.0,60.0,3,2,40~60,,
(주)서울화장품,042,11.0,10.0,10.0,13.0,4,3,10~13,,
(주)서울화장품,052,20.0,20.0,20.0,40.0,3,2,20~40,,
(주)서울화장품,303001,17.0,17.0,17.0,20000.0,3,2,"17~20,000",2500.0,-99.3
(주)서울화장품,703002,8000.0,8000.0,8000.0,10000.0,4,2,"8,000~10,000",7000.0,14.3
(주)서울화장품,MA-04917,195172.3,195172.3,195172.3,200000.0,3,2,"195,172~200,000",,
(주)서울화장품,MA-05530,93500.0,93500.0,93500.0,93500.0,1,1,"93,500(고정)",,
(주)세연인터내셔널,001002,60000.0,60000.0,60000.0,60000.0,1,1,"60,000(고정)",,
(주)세연인터내셔널,001006,130000.0,130000.0,130000.0,130000.0,1,1,"130,000(고정)",,
(주)세연인터내셔널,303002,9500.0,9000.0,9000.0,10000.0,2,2,"9,000~10,000",2500.0,280.0
(주)세연인터내셔널,703002,8000.0,8000.0,8000.0,8000.0,2,1,"8,000(고정)",7000.0,14.3
(주)세연인터내셔널,706001,0.6,0.6,0.6,0.6,1,1,0(고정),,
(주)세연인터내셔널,706002,40.0,40.0,40.0,40.0,1,1,40(고정),,
(주)세연인터내셔널,MA00422,346800.0,346800.0,346800.0,346800.0,1,1,"346,800(고정)",,
(주)세연인터내셔널,MA01301,53100.0,53100.0,53100.0,53100.0,1,1,"53,100(고정)",,
(주)세연인터내셔널,MA02003,236500.0,236500.0,236500.0,236500.0,1,1,"236,500(고정)",,
(주)세이가,001010,60000.0,60000.0,60000.0,60000.0,2,1,"60,000(고정)",,
(주)세이가,042,60.0,60.0,60.0,60.0,4,1,60(고정),,
(주)세이가,052,60000.0,60000.0,60000.0,60000.0,4,1,"60,000(고정)",,
(주)세이가,303001,15000.0,13000.0,13000.0,20000.0,3,3,"13,000~20,000",2500.0,500.0
(주)세이가,703002,10000.0,10000.0,10000.0,10000.0,4,1,"10,000(고정)",7000.0,42.9
(주)세이가,MA-05127,210000.0,210000.0,147000.0,210000.0,5,2,"147,000~210,000",,
(주)세이가,MA-05410,290000.0,290000.0,290000.0,290000.0,1,1,"290,000(고정)",,
(주)세이가,MA-05568,147000.0,147000.0,147000.0,147000.0,1,1,"147,000(고정)",,
(주)세이가,MA-06505,480.0,480.0,480.0,480.0,1,1,480(고정),,
(주)세이가,MA-07920,380.0,380.0,380.0,380.0,1,1,380(고정),,
(주)슈가에코,042,25.0,25.0,25.0,25.0,1,1,25(고정),,
(주)슈가에코,052,30000.0,30000.0,30000.0,30000.0,1,1,"30,000(고정)",,
(주)슈가에코,707011,7863250.0,4031820.0,4031820.0,41708680.0,6,6,"4,031,820~41,708,680",,
(주)슈가에코,MA00176,271.0,271.0,271.0,271.0,1,1,271(고정),,
(주)스몰빅미디어,001002,50000.0,50000.0,50000.0,50000.0,53,1,"50,000(고정)",,
(주)스몰빅미디어,001006,110000.0,110000.0,30000.0,110000.0,69,2,"30,000~110,000",,
(주)스몰빅미디어,020,100.0,100.0,100.0,100.0,3,1,100(고정),,
(주)스몰빅미디어,303001,2200.0,1900.0,1700.0,7000.0,24,6,"1,700~7,000",2500.0,-12.0
(주)스몰빅미디어,303002,7000.0,7000.0,3000.0,10000.0,87,9,"3,000~10,000",2500.0,180.0
(주)스몰빅미디어,703001,7000.0,7000.0,7000.0,7000.0,35,1,"7,000(고정)",,
(주)스몰빅미디어,703002,7000.0,7000.0,7000.0,7000.0,110,1,"7,000(고정)",7000.0,0.0
(주)스몰빅미디어,706001,0.5,0.5,0.5,200000.0,37,2,"0~200,000",,
(주)스몰빅미디어,706002,50.0,50.0,50.0,50.0,50,1,50(고정),,
(주)스몰빅미디어,706010,0.5,0.5,0.5,200000.0,11,3,"0~200,000",,
(주)스몰빅미디어,706044,80.0,80.0,80.0,80.0,5,1,80(고정),,
(주)스몰빅미디어,707009,80.0,80.0,80.0,80.0,2,1,80(고정),,
(주)스몰빅미디어,707011,80.0,80.0,80.0,30000.0,60,2,"80~30,000",,
(주)신망애출판사,001002,60000.0,60000.0,60000.0,60000.0,2,1,"60,000(고정)",,
(주)신망애출판사,303001,7000.0,3000.0,3000.0,10000.0,6,3,"3,000~10,000",2500.0,180.0
(주)신망애출판사,703002,7000.0,7000.0,7000.0,7000.0,6,1,"7,000(고정)",7000.0,0.0
(주)신망애출판사,706001,260000.0,250000.0,250000.0,270000.0,2,2,"250,000~270,000",,
(주)신망애출판사,707001,115000.0,90000.0,90000.0,140000.0,2,2,"90,000~140,000",,
(주)신망애출판사,707011,1500.0,1500.0,1500.0,1500.0,2,1,"1,500(고정)",,
(주)씨디커뮤니케이션,001002,65000.0,65000.0,65000.0,65000.0,2,1,"65,000(고정)",,
(주)씨디커뮤니케이션,303001,5000.0,3000.0,3000.0,7000.0,4,2,"3,000~7,000",2500.0,100.0
(주)씨디커뮤니케이션,703002,7000.0,7000.0,7000.0,7000.0,4,1,"7,000(고정)",7000.0,0.0
(주)씨디커뮤니케이션,706001,0.8,0.8,0.8,0.8,2,1,0(고정),,
(주)씨디커뮤니케이션,707001,100000.0,100000.0,100000.0,100000.0,2,1,"100,000(고정)",,
(주)씨디커뮤니케이션,707011,2000.0,2000.0,2000.0,2000.0,2,1,"2,000(고정)",,
(주)씨디커뮤니케이션,MA-06365,225800.0,225800.0,225800.0,225800.0,2,1,"225,800(고정)",,
(주)씨디커뮤니케이션,MA00931,32000.0,31000.0,31000.0,33000.0,2,2,"31,000~33,000",,
(주)씨엔에프 뷰티 캠퍼스,042,10.0,10.0,10.0,10.0,1,1,10(고정),,
(주)씨엔에프 뷰티 캠퍼스,052,60.0,60.0,60.0,60.0,1,1,60(고정),,
(주)씨엔에프 뷰티 캠퍼스,303002,8000.0,8000.0,8000.0,8000.0,1,1,"8,000(고정)",2500.0,220.0
(주)씨엔에프 뷰티 캠퍼스,703002,8000.0,8000.0,8000.0,8000.0,1,1,"8,000(고정)",7000.0,14.3
(주)씨엔에프 뷰티 캠퍼스,MA-04542,147000.0,147000.0,147000.0,147000.0,1,1,"147,000(고정)",,
(주)씨와이바이오솔루션즈,303001,15000.0,12000.0,12000.0,20000.0,9,3,"12,000~20,000",2500.0,500.0
(주)씨와이바이오솔루션즈,MA-03887,417900.0,417900.0,417900.0,417900.0,1,1,"417,900(고정)",,
(주)씨와이바이오솔루션즈,MA-04691,250000.0,250000.0,250000.0,380000.0,5,2,"250,000~380,000",,
(주)씨와이바이오솔루션즈,MA-05852,170000.0,160000.0,160000.0,180000.0,2,2,"160,000~180,000",,
(주)씨와이바이오솔루션즈,MA-06550,250000.0,250000.0,230000.0,250000.0,4,2,"230,000~250,000",,
(주)아이비라인,001001,50000.0,48000.0,48000.0,52000.0,3,3,"48,000~52,000",,
(주)아이비라인,001002,52000.0,48000.0,48000.0,55000.0,3,3,"48,000~55,000",,
(주)아이비라인,001006,120.0,110.0,110.0,130.0,2,2,110~130,,
(주)아이비라인,004004,80000.0,80000.0,80000.0,80000.0,1,1,"80,000(고정)",,
(주)아이비라인,706001,0.65,0.6,0.6,186.8,3,3,0~186,,
(주)아이비라인,706002,60.0,60.0,60.0,60.0,6,1,60(고정),,
(주)아이비라인,707001,60000.0,60000.0,60000.0,60000.0,1,1,"60,000(고정)",,
(주)에듀윌,003,50000.0,50000.0,50000.0,50000.0,1,1,"50,000(고정)",,
(주)에듀윌,004002,40000.0,40000.0,40000.0,40000.0,1,1,"40,000(고정)",,
(주)에듀윌,052,50.0,50.0,50.0,50.0,1,1,50(고정),,
(주)에듀윌,303001,3275.0,3400.0,1200.0,20000.0,214,17,"1,200~20,000",2500.0,31.0
(주)에듀윌,303002,3600.0,3600.0,2750.0,5750.0,122,6,"2,750~5,750",2500.0,44.0
(주)에듀윌,703002,7000.0,7000.0,7000.0,7000.0,328,1,"7,000(고정)",7000.0,0.0
(주)에듀윌,706001,348.4,250000.0,0.6,250000.0,52,33,"0~250,000",,
(주)에듀윌,706002,40.0,40.0,40.0,40.0,1,1,40(고정),,
(주)에듀윌,706003,50000.0,50000.0,50000.0,50000.0,1,1,"50,000(고정)",,
(주)에듀윌,706011,120000.0,120000.0,48.0,120000.0,23,3,"48~120,000",,
(주)에듀윌,706021,460.0,460.0,400.0,460.0,7,2,400~460,,
(주)에듀윌,706037,15000.0,10000.0,10000.0,20000.0,2,2,"10,000~20,000",,
(주)에듀윌,707001,25000.0,3000.0,3000.0,80000.0,27,5,"3,000~80,000",,
(주)에듀윌,707011,90.0,90.0,50.0,120000.0,86,17,"50~120,000",,
(주)에듀윌,M02,150189.0,300000.0,282.8,300000.0,4,3,"282~300,000",,
(주)에듀토셀,001,70000.0,60000.0,60000.0,80000.0,4,2,"60,000~80,000",,
(주)에듀토셀,001001,45000.0,45000.0,45000.0,45000.0,15,1,"45,000(고정)",,
(주)에듀토셀,004001,150000.0,150000.0,150000.0,150000.0,1,1,"150,000(고정)",,
(주)에듀토셀,004003,35000.0,35000.0,35000.0,35000.0,1,1,"35,000(고정)",,
(주)에듀토셀,006001,45.0,45.0,45.0,45.0,3,1,45(고정),,
(주)에듀토셀,0303001,6000.0,6000.0,6000.0,6000.0,1,1,"6,000(고정)",,
(주)에듀토셀,052,30000.0,30000.0,30000.0,30000.0,3,1,"30,000(고정)",,
(주)에듀토셀,0703002,6500.0,6500.0,6500.0,6500.0,1,1,"6,500(고정)",,
(주)에듀토셀,0706001,0.7,0.7,0.7,200000.0,11,3,"0~200,000",,
(주)에듀토셀,0707011,60.0,60.0,60.0,60.0,1,1,60(고정),,
(주)에듀토셀,1001001,45000.0,45000.0,45000.0,45000.0,5,1,"45,000(고정)",,
(주)에듀토셀,303001,4000.0,5000.0,1500.0,6000.0,68,8,"1,500~6,000",2500.0,60.0
(주)에듀토셀,303002,5000.0,5000.0,5000.0,5500.0,3,2,"5,000~5,500",2500.0,100.0
(주)에듀토셀,303003,4000.0,4000.0,2300.0,7000.0,80,5,"2,300~7,000",,
(주)에듀토셀,703002,6500.0,6500.0,6500.0,6500.0,153,1,"6,500(고정)",7000.0,-7.1
(주)에듀토셀,706001,0.7,0.7,0.7,200000.0,19,3,"0~200,000",,
(주)에듀토셀,706003,50.0,15.0,15.0,100000.0,3,3,"15~100,000",,
(주)에듀토셀,706011,100000.0,100000.0,100000.0,100000.0,77,1,"100,000(고정)",,
(주)에듀토셀,706037,5000.0,5000.0,10.0,20000.0,8,5,"10~20,000",,
(주)에듀토셀,707001,80000.0,80000.0,70000.0,85000.0,8,4,"70,000~85,000",,
(주)에듀토셀,M02,40.0,40.0,40.0,40.0,1,1,40(고정),,
"(주)에이아이북스(Ai Books Co.,Ltd.)",001002,50000.0,50000.0,50000.0,50000.0,3,1,"50,000(고정)",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",001006,130000.0,130000.0,130000.0,130000.0,2,1,"130,000(고정)",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",303001,6250.0,7000.0,4000.0,7000.0,6,4,"4,000~7,000",2500.0,150.0
"(주)에이아이북스(Ai Books Co.,Ltd.)",703002,7000.0,7000.0,7000.0,7000.0,6,1,"7,000(고정)",7000.0,0.0
"(주)에이아이북스(Ai Books Co.,Ltd.)",706001,275000.0,250000.0,250000.0,300000.0,2,2,"250,000~300,000",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",706024,1100000.0,1100000.0,1100000.0,1100000.0,1,1,"1,100,000(고정)",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",707001,198000.0,81000.0,81000.0,382250.0,3,3,"81,000~382,250",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",707002,100000.0,100000.0,100000.0,100000.0,1,1,"100,000(고정)",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",MA-05049,65600.0,65600.0,65600.0,65600.0,1,1,"65,600(고정)",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",MA00208,65300.0,65300.0,65300.0,65300.0,1,1,"65,300(고정)",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",MA00328,44300.0,44300.0,44300.0,44300.0,1,1,"44,300(고정)",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",MA00330,65700.0,65700.0,65700.0,65700.0,1,1,"65,700(고정)",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",MA00781,162000.0,162000.0,162000.0,162000.0,1,1,"162,000(고정)",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",MA01070,274000.0,274000.0,274000.0,274000.0,1,1,"274,000(고정)",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",MA01093,260000.0,260000.0,260000.0,260000.0,1,1,"260,000(고정)",,
"(주)에이아이북스(Ai Books Co.,Ltd.)",MA01506,295000.0,295000.0,295000.0,295000.0,1,1,"295,000(고정)",,
(주)에이치에스애드,001002,50000.0,50000.0,50000.0,50000.0,28,1,"50,000(고정)",,
(주)에이치에스애드,703002,6000.0,6000.0,6000.0,6000.0,95,1,"6,000(고정)",7000.0,-14.3
(주)에이치에스애드,706001,0.8,0.8,0.7,0.8,28,2,0~0,,
(주)에이치에스애드,706011,80.0,80.0,1.0,80000.0,28,7,"1~80,000",,
(주)에이치에스애드,707001,100000.0,100000.0,65000.0,100000.0,57,2,"65,000~100,000",,
(주)에이치와이프린팅,002,55000.0,55000.0,55000.0,55000.0,1,1,"55,000(고정)",,
(주)에이치와이프린팅,303001,25000.0,25000.0,25000.0,25000.0,1,1,"25,000(고정)",2500.0,900.0
(주)에이치와이프린팅,MA-07514,160000.0,160000.0,160000.0,160000.0,1,1,"160,000(고정)",,
(주)엑설런스코리아,001001,60000.0,60000.0,60000.0,60000.0,8,1,"60,000(고정)",,
(주)엑설런스코리아,001006,130000.0,130000.0,70000.0,130000.0,3,2,"70,000~130,000",,
(주)엑설런스코리아,006,70000.0,70000.0,70000.0,70000.0,1,1,"70,000(고정)",,
(주)엑설런스코리아,303001,8000.0,8000.0,2800.0,8000.0,20,3,"2,800~8,000",2500.0,220.0
(주)엑설런스코리아,703002,9000.0,9000.0,9000.0,9000.0,21,1,"9,000(고정)",7000.0,28.6
(주)엑설런스코리아,706001,100.0,100.0,100.0,100.0,2,1,100(고정),,
(주)엑설런스코리아,706003,300.0,300.0,300.0,300.0,1,1,300(고정),,
(주)엑설런스코리아,707001,60000.0,60000.0,60000.0,60000.0,2,1,"60,000(고정)",,
(주)엑설런스코리아,MA00228,104480.0,104480.0,104480.0,104480.0,8,1,"104,480(고정)",,
(주)엑설런스코리아,MA00669,147490.0,147490.0,147490.0,147490.0,1,1,"147,490(고정)",,
(주)엑설런스코리아,MA00898,56213.0,56213.0,56213.0,56213.0,10,1,"56,213(고정)",,
(주)엑설런스코리아,MA01653,147490.0,147490.0,147490.0,147490.0,1,1,"147,490(고정)",,
(주)엑설런스코리아,MA02392,174000.0,174000.0,174000.0,174000.0,1,1,"174,000(고정)",,
(주)엔에스,001,80000.0,80000.0,80000.0,80000.0,2,1,"80,000(고정)",,
(주)엔에스,002,55000.0,55000.0,55000.0,55000.0,2,1,"55,000(고정)",,
(주)엔에스,303001,6500.0,7000.0,4000.0,7000.0,4,3,"4,000~7,000",2500.0,160.0
(주)엔에스,703002,9000.0,9000.0,9000.0,9000.0,4,1,"9,000(고정)",7000.0,28.6
(주)엔에스,706011,85.0,50.0,50.0,120.0,2,2,50~120,,
(주)엔에스,MA00742,44014.0,44014.0,44014.0,44014.0,2,1,"44,014(고정)",,
(주)엔에스,MA00775,89561.0,89561.0,89561.0,89561.0,2,1,"89,561(고정)",,
(주)엠제이피,011,5.0,5.0,5.0,5.0,1,1,5(고정),,
(주)엠제이피,303002,40.0,40.0,40.0,40.0,1,1,40(고정),2500.0,-98.4
(주)엠제이피,703002,10000.0,10000.0,10000.0,10000.0,2,1,"10,000(고정)",7000.0,42.9
(주)열린,001002,50000.0,50000.0,50000.0,60000.0,3,2,"50,000~60,000",,
(주)열린,001006,90.0,90.0,90.0,90.0,1,1,90(고정),,
(주)열린,002,60000.0,60000.0,60000.0,60000.0,1,1,"60,000(고정)",,
(주)열린,003010,130.0,130.0,130.0,130.0,1,1,130(고정),,
(주)열린,039,120000.0,120000.0,120000.0,120000.0,1,1,"120,000(고정)",,
(주)열린,303001,3000.0,3000.0,1400.0,4500.0,6,4,"1,400~4,500",2500.0,20.0
(주)열린,303002,5000.0,5000.0,3000.0,5000.0,5,3,"3,000~5,000",2500.0,100.0
(주)열린,703002,6500.0,6500.0,6500.0,6500.0,11,1,"6,500(고정)",7000.0,-7.1
(주)열린,706011,50.0,50.0,50.0,50.0,1,1,50(고정),,
(주)열린,MA00197,42000.0,42000.0,42000.0,42000.0,1,1,"42,000(고정)",,
(주)열린,MA00228,78000.0,78000.0,78000.0,78000.0,1,1,"78,000(고정)",,
(주)열린,MA00236,97400.0,97400.0,97400.0,97400.0,1,1,"97,400(고정)",,
(주)열린,MA00323,49000.0,49000.0,49000.0,49000.0,1,1,"49,000(고정)",,
(주)열린,MA00665,89500.0,86000.0,86000.0,93000.0,2,2,"86,000~93,000",,
(주)열린,MA00690,151000.0,145000.0,145000.0,157000.0,4,2,"145,000~157,000",,
(주)열린,MA00748,70000.0,70000.0,70000.0,70000.0,1,1,"70,000(고정)",,
(주)위너스프린팅,001,130000.0,100000.0,100000.0,160000.0,2,2,"100,000~160,000",,
(주)위너스프린팅,001002,72.5,50.0,50.0,70000.0,10,5,"50~70,000",,
(주)위너스프린팅,001006,150.0,150.0,150.0,150.0,4,1,150(고정),,
(주)위너스프린팅,003001,100000.0,100000.0,100000.0,100000.0,4,1,"100,000(고정)",,
(주)위너스프린팅,011,150000.0,180000.0,5000.0,180000.0,9,6,"5,000~180,000",,
(주)위너스프린팅,042,30.0,30.0,15.0,500000.0,11,5,"15~500,000",,
(주)위너스프린팅,052,50.0,50.0,50.0,80000.0,14,5,"50~80,000",,
(주)위너스프린팅,303001,5025.0,50.0,50.0,25000.0,8,4,"50~25,000",2500.0,101.0
(주)위너스프린팅,303002,40.0,25.0,25.0,25000.0,5,5,"25~25,000",2500.0,-98.4
(주)위너스프린팅,703002,9000.0,8000.0,8000.0,10000.0,12,2,"8,000~10,000",7000.0,28.6
(주)위너스프린팅,707001,45000.0,20000.0,20000.0,50000.0,9,3,"20,000~50,000",,
