거래처,항목코드,중앙값,최빈값,최소,최대,건수,고유단가수,단가범위,표준단가,표준대비(%)
(사)대한출판문화협회,001001,55000.0,55000.0,55000.0,55000.0,1,1,"55,000(고정)",,
(사)대한출판문화협회,303001,5000.0,5000.0,5000.0,7000.0,3,2,"5,000~7,000",2500.0,100.0
(사)대한출판문화협회,703002,8000.0,8000.0,8000.0,8000.0,3,1,"8,000(고정)",7000.0,14.3
(사)대한출판문화협회,706026,1930.0,1930.0,1930.0,1930.0,1,1,"1,930(고정)",,
(사)대한출판문화협회,MA00186,44100.0,44100.0,44100.0,44100.0,1,1,"44,100(고정)",,
(사)대한출판문화협회,MA00293,34500.0,34500.0,34500.0,34500.0,1,1,"34,500(고정)",,
(사)대한출판문화협회,MA00659,78350.0,78350.0,78350.0,78350.0,1,1,"78,350(고정)",,
(사)대한출판문화협회,MA02049,254520.0,254520.0,254520.0,254520.0,1,1,"254,520(고정)",,
(사)세계교회성장연구원,001002,50000.0,50000.0,50000.0,50000.0,6,1,"50,000(고정)",,
(사)세계교회성장연구원,001006,110000.0,110000.0,30000.0,110000.0,10,2,"30,000~110,000",,
(사)세계교회성장연구원,003001,200.0,200.0,200.0,200.0,1,1,200(고정),,
(사)세계교회성장연구원,005003,50000.0,50000.0,50000.0,50000.0,1,1,"50,000(고정)",,
(사)세계교회성장연구원,303001,3500.0,3500.0,3000.0,3500.0,7,2,"3,000~3,500",2500.0,40.0
(사)세계교회성장연구원,303002,7000.0,7000.0,7000.0,7000.0,6,1,"7,000(고정)",2500.0,180.0
(사)세계교회성장연구원,703002,7000.0,7000.0,7000.0,7000.0,16,1,"7,000(고정)",7000.0,0.0
(사)세계교회성장연구원,706001,200000.0,200000.0,0.6,200000.0,7,2,"0~200,000",,
(사)세계교회성장연구원,706002,50.0,50.0,50.0,50.0,5,1,50(고정),,
(사)세계교회성장연구원,706021,500000.0,500000.0,500000.0,500000.0,1,1,"500,000(고정)",,
(사)세계교회성장연구원,707001,105000.0,60000.0,60000.0,150000.0,2,2,"60,000~150,000",,
(사)세계교회성장연구원,707011,30000.0,30000.0,30000.0,30000.0,3,1,"30,000(고정)",,
(사)한국금융연수원,001002,50000.0,50000.0,50000.0,50000.0,5,1,"50,000(고정)",,
(사)한국금융연수원,001006,65000.0,30000.0,30000.0,100000.0,4,2,"30,000~100,000",,
(사)한국금융연수원,002,50000.0,50000.0,50000.0,50000.0,2,1,"50,000(고정)",,
(사)한국금융연수원,303001,7000.0,7000.0,7000.0,7000.0,7,1,"7,000(고정)",2500.0,180.0
(사)한국금융연수원,303002,6000.0,6000.0,3800.0,6000.0,22,2,"3,800~6,000",2500.0,140.0
(사)한국금융연수원,703002,6500.0,6500.0,6500.0,7000.0,25,2,"6,500~7,000",7000.0,-7.1
(사)한국금융연수원,706001,200.0,0.6,0.6,200000.0,3,3,"0~200,000",,
(사)한국금융연수원,706002,50000.0,50000.0,50.0,50000.0,14,3,"50~50,000",,
(사)한국금융연수원,706009,150.0,150.0,150.0,150.0,1,1,150(고정),,
(사)한국금융연수원,706010,200.0,200.0,0.6,200000.0,14,4,"0~200,000",,
(사)한국금융연수원,707008,215988.0,215988.0,215988.0,215988.0,1,1,"215,988(고정)",,
(사)한국금융연수원,707009,900.0,900.0,700.0,1000.0,7,3,"700~1,000",,
(사)한국금융연수원,MA00488,50007.0,50007.0,50007.0,50743.0,17,2,"50,007~50,743",,
(사)한국금융연수원,MA00535,60160.0,60160.0,60160.0,61044.0,17,2,"60,160~61,044",,
(사)한국금융연수원,MA00618,109538.0,109538.0,109538.0,109538.0,5,1,"109,538(고정)",,
(사)한국금융연수원,MA00780,105720.0,105720.0,105720.0,107274.0,7,2,"105,720~107,274",,
(사)한국금융연수원,안전봉투 포장,1000.0,1000.0,1000.0,1000.0,1,1,"1,000(고정)",,
(사)한국금융연수원,표지디자인 및 조판대,948465.5,858205.0,858205.0,1038726.0,2,2,"858,205~1,038,726",,
(사)한국산업기술진흥협회,001002,70000.0,70000.0,70000.0,80000.0,3,2,"70,000~80,000",,
(사)한국산업기술진흥협회,001004,110000.0,110000.0,110000.0,110000.0,1,1,"110,000(고정)",,
(사)한국산업기술진흥협회,001006,170000.0,140000.0,140000.0,200000.0,2,2,"140,000~200,000",,
(사)한국산업기술진흥협회,002,80000.0,80000.0,80000.0,80000.0,1,1,"80,000(고정)",,
(사)한국산업기술진흥협회,002001,380.0,380.0,380.0,380.0,1,1,380(고정),,
(사)한국산업기술진흥협회,303002,8000.0,8000.0,8000.0,8000.0,2,1,"8,000(고정)",2500.0,220.0
(사)한국산업기술진흥협회,703002,8000.0,8000.0,8000.0,10000.0,6,2,"8,000~10,000",7000.0,14.3
(사)한국산업기술진흥협회,706001,100.0,100.0,100.0,100.0,1,1,100(고정),,
(사)한국산업기술진흥협회,706011,120.0,100.0,100.0,140.0,2,2,100~140,,
(사)한국산업기술진흥협회,707001,498000.0,498000.0,498000.0,498000.0,1,1,"498,000(고정)",,
(사)한국산업기술진흥협회,707002,100000.0,100000.0,100000.0,100000.0,1,1,"100,000(고정)",,
(사)한국산업기술진흥협회,MA00197,55000.0,55000.0,55000.0,55000.0,1,1,"55,000(고정)",,
(사)한국산업기술진흥협회,MA00227,94000.0,94000.0,94000.0,94000.0,1,1,"94,000(고정)",,
(사)한국산업기술진흥협회,MA00330,62517.0,62517.0,62517.0,62517.0,1,1,"62,517(고정)",,
(사)한국산업기술진흥협회,MA00383,210757.0,210757.0,210757.0,210757.0,1,1,"210,757(고정)",,
(사)한국산업기술진흥협회,MA00635,140000.0,140000.0,140000.0,140000.0,1,1,"140,000(고정)",,
(사)한국산업기술진흥협회,MA00642,178000.0,178000.0,178000.0,178000.0,1,1,"178,000(고정)",,
(사)한국산업기술진흥협회,MA00736,47070.0,47070.0,47070.0,47070.0,1,1,"47,070(고정)",,
(사)한국산업기술진흥협회,MA01604,334925.0,334925.0,334925.0,334925.0,1,1,"334,925(고정)",,
(사)한국포장협회,002,55000.0,55000.0,55000.0,55000.0,3,1,"55,000(고정)",,
(사)한국포장협회,MA00188,63367.0,63367.0,63367.0,63367.0,3,1,"63,367(고정)",,
(사)한국포장협회,MA00233,161158.0,161158.0,161158.0,161158.0,3,1,"161,158(고정)",,
(사)한국포장협회,MA00305,54547.0,54547.0,54547.0,54547.0,3,1,"54,547(고정)",,
(재) 새마을금고복지회,303001,1050.0,1000.0,1000.0,1100.0,5,3,"1,000~1,100",2500.0,-58.0
(재) 새마을금고복지회,703002,6500.0,6500.0,6500.0,6500.0,8,1,"6,500(고정)",7000.0,-7.1
(재) 새마을금고복지회,707011,173.0,173.0,13.0,4600.0,15,5,"13~4,600",,
(재) 새마을금고복지회,MA-04842,33604.0,33604.0,33604.0,33604.0,1,1,"33,604(고정)",,
(재) 새마을금고복지회,MA-07790,38728.0,38728.0,38728.0,38728.0,1,1,"38,728(고정)",,
(재) 새마을금고복지회,MA-07791,28155.0,28155.0,28155.0,28155.0,1,1,"28,155(고정)",,
(재) 새마을금고복지회,MA00535,45562.0,45562.0,45562.0,45562.0,1,1,"45,562(고정)",,
(재) 새마을금고복지회,MA00549,22758.0,22758.0,22758.0,22758.0,2,1,"22,758(고정)",,
(주) 게임문화,001001,50000.0,50000.0,50000.0,50000.0,9,1,"50,000(고정)",,
(주) 게임문화,303001,4000.0,4000.0,4000.0,10000.0,9,2,"4,000~10,000",2500.0,60.0
(주) 게임문화,303002,3000.0,1700.0,1700.0,5000.0,17,3,"1,700~5,000",2500.0,20.0
(주) 게임문화,703002,6500.0,6500.0,6000.0,7000.0,26,3,"6,000~7,000",7000.0,-7.1
(주) 게임문화,706001,0.25,0.25,0.25,250.0,9,2,0~250,,
(주) 게임문화,707001,100000.0,100000.0,50000.0,100000.0,9,2,"50,000~100,000",,
(주) 게임문화,MA00771,87000.0,87000.0,87000.0,87000.0,1,1,"87,000(고정)",,
(주) 게임문화,MA01022,61600.0,61600.0,61600.0,61600.0,1,1,"61,600(고정)",,
(주) 그레이트앤글로리,001002,48000.0,48000.0,48000.0,48000.0,1,1,"48,000(고정)",,
(주) 그레이트앤글로리,303001,5000.0,3000.0,3000.0,7000.0,2,2,"3,000~7,000",2500.0,100.0
(주) 그레이트앤글로리,703002,7000.0,7000.0,7000.0,7000.0,3,1,"7,000(고정)",7000.0,0.0
(주) 그레이트앤글로리,706001,100.0,100.0,100.0,100.0,1,1,100(고정),,
(주) 그레이트앤글로리,707001,179945.0,179945.0,179945.0,179945.0,1,1,"179,945(고정)",,
(주) 그레이트앤글로리,707009,1000.0,1000.0,1000.0,1000.0,1,1,"1,000(고정)",,
(주) 그레이트앤글로리,MA00752,55746.0,55746.0,55746.0,55746.0,1,1,"55,746(고정)",,
(주) 그레이트앤글로리,MA00775,94536.0,94536.0,94536.0,94536.0,1,1,"94,536(고정)",,
(주) 꼬망세네트웍스,0303002,6500.0,6000.0,6000.0,7000.0,10,2,"6,000~7,000",,
(주) 꼬망세네트웍스,0703002,7000.0,7000.0,7000.0,7000.0,10,1,"7,000(고정)",,
(주) 꼬망세네트웍스,0706011,45.0,45.0,45.0,45.0,5,1,45(고정),,
(주) 꼬망세네트웍스,0707011,1500.0,1500.0,1500.0,1500.0,5,1,"1,500(고정)",,
(주) 꼬망세네트웍스,1001002,50000.0,50000.0,50000.0,50000.0,5,1,"50,000(고정)",,
(주) 나노엔텍,001002,70000.0,70000.0,70000.0,70000.0,11,1,"70,000(고정)",,
(주) 나노엔텍,001006,140000.0,140000.0,140000.0,140000.0,1,1,"140,000(고정)",,
(주) 나노엔텍,003001,140000.0,140000.0,140000.0,140000.0,1,1,"140,000(고정)",,
(주) 나노엔텍,003004,300.0,300.0,300.0,300.0,1,1,300(고정),,
(주) 나노엔텍,006,140000.0,140000.0,140000.0,140000.0,2,1,"140,000(고정)",,
(주) 나노엔텍,200 SW 469*636,99512.0,99512.0,99512.0,99512.0,1,1,"99,512(고정)",,
(주) 나노엔텍,303001,8000.0,8000.0,7000.0,8000.0,14,2,"7,000~8,000",2500.0,220.0
(주) 나노엔텍,703001,10000.0,10000.0,9000.0,10000.0,10,2,"9,000~10,000",,
(주) 나노엔텍,703002,10000.0,10000.0,10000.0,10000.0,4,1,"10,000(고정)",7000.0,42.9
(주) 나노엔텍,706001,100.0,100.0,100.0,100.0,1,1,100(고정),,
(주) 나노엔텍,706003,150000.0,150000.0,60.0,150000.0,7,2,"60~150,000",,
(주) 나노엔텍,706011,60.0,60.0,60.0,60.0,1,1,60(고정),,
(주) 나노엔텍,MA-06365,218968.0,218968.0,218968.0,218968.0,1,1,"218,968(고정)",,
(주) 나노엔텍,MA00224,99512.0,99512.0,99512.0,99512.0,1,1,"99,512(고정)",,
(주) 나노엔텍,MA00228,99512.0,99512.0,99512.0,99512.0,8,1,"99,512(고정)",,
(주) 나노엔텍,MA00398,135552.0,135552.0,135552.0,135552.0,1,1,"135,552(고정)",,
(주) 나노엔텍,MA00401,135552.0,135552.0,135552.0,135552.0,1,1,"135,552(고정)",,
(주) 나노엔텍,MA00414,218968.0,218968.0,218968.0,218968.0,1,1,"218,968(고정)",,
"(주) 동방비앤에이치(Dongbang B&H Co.,Ltd.)",008,50.0,50.0,50.0,50.0,1,1,50(고정),,
"(주) 동방비앤에이치(Dongbang B&H Co.,Ltd.)",042,10.0,10.0,10.0,10.0,1,1,10(고정),,
"(주) 동방비앤에이치(Dongbang B&H Co.,Ltd.)",052,35.0,35.0,35.0,35.0,1,1,35(고정),,
"(주) 동방비앤에이치(Dongbang B&H Co.,Ltd.)",303002,18.0,18.0,18.0,18.0,1,1,18(고정),2500.0,-99.3
"(주) 동방비앤에이치(Dongbang B&H Co.,Ltd.)",703002,8000.0,8000.0,8000.0,8000.0,1,1,"8,000(고정)",7000.0,14.3
"(주) 동방비앤에이치(Dongbang B&H Co.,Ltd.)",MA-05398,73000.0,73000.0,73000.0,73000.0,1,1,"73,000(고정)",,
(주) 무궁화,001002,55000.0,55000.0,55.0,55000.0,3,2,"55~55,000",,
(주) 무궁화,011,115000.0,56.0,56.0,200000.0,6,6,"56~200,000",,
(주) 무궁화,044,2750.0,2750.0,2750.0,2750.0,1,1,"2,750(고정)",,
(주) 무궁화,052,30.0,30.0,30.0,30.0,1,1,30(고정),,
(주) 무궁화,303001,10250.0,8000.0,8000.0,12500.0,2,2,"8,000~12,500",2500.0,310.0
(주) 무궁화,303002,12500.0,30.0,30.0,25000.0,3,3,"30~25,000",2500.0,400.0
(주) 무궁화,703002,8000.0,8000.0,8000.0,10000.0,5,2,"8,000~10,000",7000.0,14.3
(주) 무궁화,707001,149000.0,149000.0,149000.0,149000.0,1,1,"149,000(고정)",,
(주) 무궁화,MA-07881,70000.0,70000.0,70000.0,70000.0,1,1,"70,000(고정)",,
(주) 무궁화,MA-07883,113000.0,113000.0,113000.0,113000.0,1,1,"113,000(고정)",,
(주) 무궁화,MA-07884,87000.0,87000.0,87000.0,87000.0,1,1,"87,000(고정)",,
(주) 무궁화,MA00584,81000.0,81000.0,81000.0,81000.0,1,1,"81,000(고정)",,
(주) 무궁화,MA00778,89000.0,89000.0,89000.0,89000.0,1,1,"89,000(고정)",,
(주) 무궁화,쇼핑백가공,500.0,500.0,500.0,500.0,1,1,500(고정),,
(주) 부원,001007,35.0,35.0,35.0,35.0,1,1,35(고정),,
(주) 부원,042,8.0,8.0,8.0,8.0,1,1,8(고정),,
(주) 부원,052,30.0,30.0,30.0,30.0,1,1,30(고정),,
(주) 부원,303003,4000.0,4000.0,4000.0,4000.0,1,1,"4,000(고정)",,
(주) 부원,703002,7000.0,7000.0,7000.0,7000.0,1,1,"7,000(고정)",7000.0,0.0
(주) 부원,MA-07506,88000.0,88000.0,88000.0,88000.0,1,1,"88,000(고정)",,
(주) 상상아카데미,001,50000.0,50000.0,50000.0,50000.0,2,1,"50,000(고정)",,
(주) 상상아카데미,001001,50000.0,50000.0,50000.0,50000.0,10,1,"50,000(고정)",,
(주) 상상아카데미,001002,55000.0,55000.0,50000.0,55000.0,22,2,"50,000~55,000",,
(주) 상상아카데미,001006,150000.0,150000.0,30000.0,150000.0,23,2,"30,000~150,000",,
(주) 상상아카데미,002,55000.0,55000.0,55000.0,55000.0,1,1,"55,000(고정)",,
(주) 상상아카데미,002001,200.0,200.0,200.0,200.0,1,1,200(고정),,
(주) 상상아카데미,003010,200.0,200.0,200.0,200.0,1,1,200(고정),,
(주) 상상아카데미,006,90000.0,30000.0,30000.0,150000.0,2,2,"30,000~150,000",,
(주) 상상아카데미,039,50000.0,50000.0,50000.0,50000.0,1,1,"50,000(고정)",,
(주) 상상아카데미,303001,3500.0,3500.0,3000.0,7000.0,25,5,"3,000~7,000",2500.0,40.0
(주) 상상아카데미,303002,7000.0,7000.0,5000.0,7000.0,35,2,"5,000~7,000",2500.0,180.0
(주) 상상아카데미,703001,7000.0,7000.0,7000.0,7000.0,8,1,"7,000(고정)",,
(주) 상상아카데미,703002,7000.0,7000.0,7000.0,7000.0,59,1,"7,000(고정)",7000.0,0.0
(주) 상상아카데미,706001,0.5,0.5,0.5,200000.0,25,4,"0~200,000",,
(주) 상상아카데미,706002,50.0,50.0,50.0,50.0,25,1,50(고정),,
(주) 상상아카데미,706003,50000.0,50000.0,50000.0,50000.0,1,1,"50,000(고정)",,
(주) 상상아카데미,706008,100.0,100.0,100.0,100.0,3,1,100(고정),,
(주) 상상아카데미,706010,100000.25,0.5,0.5,200000.0,2,2,"0~200,000",,
(주) 상상아카데미,706020,100.0,100.0,100.0,100.0,13,1,100(고정),,
(주) 상상아카데미,706042,100.0,100.0,100.0,100.0,1,1,100(고정),,
(주) 상상아카데미,707011,30000.0,30000.0,30000.0,30000.0,1,1,"30,000(고정)",,
(주) 오픈하우스포퍼블리셔스,001002,50000.0,50000.0,50000.0,50000.0,8,1,"50,000(고정)",,
(주) 오픈하우스포퍼블리셔스,001006,65000.0,30000.0,30000.0,100000.0,2,2,"30,000~100,000",,
(주) 오픈하우스포퍼블리셔스,303001,7000.0,7000.0,3500.0,7000.0,3,2,"3,500~7,000",2500.0,180.0
(주) 오픈하우스포퍼블리셔스,303002,7000.0,7000.0,5000.0,7000.0,13,4,"5,000~7,000",2500.0,180.0
(주) 오픈하우스포퍼블리셔스,703002,7000.0,7000.0,7000.0,7000.0,17,1,"7,000(고정)",7000.0,0.0
(주) 오픈하우스포퍼블리셔스,706001,0.6,0.6,0.6,200000.0,7,2,"0~200,000",,
(주) 오픈하우스포퍼블리셔스,706002,50.0,50.0,50.0,50.0,7,1,50(고정),,
(주) 오픈하우스포퍼블리셔스,707001,65000.0,65000.0,65000.0,65000.0,8,1,"65,000(고정)",,
(주) 청년의사,001,55000.0,55000.0,55000.0,55000.0,1,1,"55,000(고정)",,
(주) 청년의사,001002,55000.0,55000.0,55000.0,55000.0,11,1,"55,000(고정)",,
(주) 청년의사,001006,130000.0,130000.0,30000.0,130000.0,17,2,"30,000~130,000",,
(주) 청년의사,006,30000.0,30000.0,30000.0,30000.0,2,1,"30,000(고정)",,
(주) 청년의사,303001,4750.0,7000.0,4000.0,7000.0,14,4,"4,000~7,000",2500.0,90.0
(주) 청년의사,303002,7000.0,7000.0,5000.0,7000.0,9,2,"5,000~7,000",2500.0,180.0
(주) 청년의사,703002,7000.0,7000.0,7000.0,7000.0,23,1,"7,000(고정)",7000.0,0.0
(주) 청년의사,706001,250000.0,250000.0,0.6,250000.0,11,2,"0~250,000",,
(주) 청년의사,706002,50.0,50.0,50.0,50.0,11,1,50(고정),,
(주) 청년의사,706044,50.0,50.0,50.0,50.0,1,1,50(고정),,
(주) 청년의사,707001,35000.0,35000.0,35000.0,130000.0,7,4,"35,000~130,000",,
(주) 청년의사,707009,100.0,100.0,100.0,100.0,2,1,100(고정),,
(주) 청년의사,707011,20000.0,100.0,100.0,30000.0,19,3,"100~30,000",,
(주) 청년의사,MA00234,179048.0,179048.0,179048.0,179048.0,4,1,"179,048(고정)",,
(주) 청년의사,MA00237,161143.0,161143.0,161143.0,161143.0,2,1,"161,143(고정)",,
(주) 청년의사,MA00418,324230.0,324230.0,324230.0,324230.0,1,1,"324,230(고정)",,
(주) 청년의사,MA00422,333237.0,333237.0,333237.0,333237.0,2,1,"333,237(고정)",,
(주) 청년의사,MA00498,41647.5,37200.0,37200.0,46095.0,2,2,"37,200~46,095",,
(주) 청년의사,MA00512,47475.0,47475.0,47475.0,47475.0,1,1,"47,475(고정)",,
(주) 청년의사,MA00543,37200.0,37200.0,37200.0,37200.0,1,1,"37,200(고정)",,
(주) 청년의사,MA00551,44251.0,44251.0,44251.0,44251.0,2,1,"44,251(고정)",,
(주) 청년의사,MA00559,53100.0,53100.0,53100.0,53100.0,1,1,"53,100(고정)",,
(주) 청년의사,MA00564,84928.0,84928.0,70776.0,84928.0,4,2,"70,776~84,928",,
(주) 청년의사,MA00567,73744.0,73744.0,73744.0,73744.0,1,1,"73,744(고정)",,
(주) 청년의사,MA00685,333237.0,333237.0,333237.0,333237.0,2,1,"333,237(고정)",,
(주) 청년의사,MA01063,219700.0,219700.0,219700.0,219700.0,1,1,"219,700(고정)",,
(주) 청년의사,MA01070,219700.0,219700.0,219700.0,219700.0,2,1,"219,700(고정)",,
(주) 청년의사,MA01072,219700.0,219700.0,219700.0,219700.0,2,1,"219,700(고정)",,
(주) 청년의사,MA01076,237255.0,219700.0,219700.0,254810.0,2,2,"219,700~254,810",,
(주) 청년의사,MA01198,219700.0,219700.0,219700.0,219700.0,1,1,"219,700(고정)",,
(주) 청년의사,MA01313,219700.0,219700.0,219700.0,219700.0,2,1,"219,700(고정)",,
(주) 청년의사,MA02427,219700.0,219700.0,219700.0,219700.0,1,1,"219,700(고정)",,
(주) 키플러스,001002,55000.0,55000.0,55000.0,55000.0,1,1,"55,000(고정)",,
(주) 키플러스,703002,8000.0,8000.0,8000.0,8000.0,1,1,"8,000(고정)",7000.0,14.3
(주) 키플러스,706037,20000.0,20000.0,20000.0,20000.0,1,1,"20,000(고정)",,
(주) 키플러스,MA00757,100718.0,100718.0,100718.0,100718.0,1,1,"100,718(고정)",,
(주) 태림스코어,004001,100000.0,100000.0,100000.0,100000.0,1,1,"100,000(고정)",,
(주) 태림스코어,007001,75000.0,75000.0,75000.0,75000.0,1,1,"75,000(고정)",,
(주) 태림스코어,052,35000.0,35000.0,35000.0,35000.0,1,1,"35,000(고정)",,
(주) 태림스코어,303001,5000.0,5000.0,5000.0,5000.0,2,1,"5,000(고정)",2500.0,100.0
(주) 태림스코어,303002,7000.0,7000.0,5000.0,7000.0,4,2,"5,000~7,000",2500.0,180.0
(주) 태림스코어,703002,7000.0,7000.0,7000.0,7000.0,6,1,"7,000(고정)",7000.0,0.0
(주) 태림스코어,706009,180000.0,180000.0,180000.0,180000.0,1,1,"180,000(고정)",,
(주) 태림스코어,706034,650000.0,650000.0,650000.0,650000.0,1,1,"650,000(고정)",,
(주) 태림스코어,707001,50000.0,50000.0,50000.0,50000.0,2,1,"50,000(고정)",,
(주) 태림스코어,MA00755,69975.0,69975.0,69975.0,69975.0,1,1,"69,975(고정)",,
(주) 토이트론,001,45000.0,56000.0,28000.0,56000.0,6,5,"28,000~56,000",,
(주) 토이트론,001001,50000.0,50000.0,50000.0,100000.0,39,2,"50,000~100,000",,
(주) 토이트론,001002,50000.0,50000.0,50000.0,50000.0,2,1,"50,000(고정)",,
(주) 토이트론,004001,650000.0,150000.0,150000.0,850000.0,3,3,"150,000~850,000",,
(주) 토이트론,004004,35000.0,35000.0,35000.0,35000.0,3,1,"35,000(고정)",,
(주) 토이트론,004005,65.0,80.0,50.0,80.0,13,3,50~80,,
(주) 토이트론,011,257000.0,257000.0,257000.0,257000.0,1,1,"257,000(고정)",,
(주) 토이트론,033,35000.0,35000.0,35000.0,35000.0,1,1,"35,000(고정)",,
(주) 토이트론,034,500.0,500.0,470.0,500.0,20,4,470~500,,
(주) 토이트론,052,35000.0,35000.0,80.0,70000.0,25,5,"80~70,000",,
(주) 토이트론,303001,7000.0,7000.0,2000.0,10000.0,14,6,"2,000~10,000",2500.0,180.0
(주) 토이트론,303002,6000.0,6000.0,15.0,7000.0,81,6,"15~7,000",2500.0,140.0
(주) 토이트론,703002,7000.0,7000.0,7000.0,9000.0,93,3,"7,000~9,000",7000.0,0.0
(주) 토이트론,706001,220000.0,220000.0,220000.0,220000.0,1,1,"220,000(고정)",,
(주) 토이트론,706003,40.0,40.0,40.0,40.0,1,1,40(고정),,
(주) 토이트론,706011,60.0,60.0,60.0,60.0,1,1,60(고정),,
(주) 토이트론,706034,640.0,640.0,640.0,640.0,1,1,640(고정),,
(주) 토이트론,706037,15000.0,10000.0,10000.0,20000.0,2,2,"10,000~20,000",,
(주) 토이트론,707001,45000.0,24000.0,24000.0,346136.0,13,7,"24,000~346,136",,
(주) 토이트론,707009,40.0,40.0,40.0,1000.0,24,4,"40~1,000",,
(주) 토이트론,MA-04178,200.0,200.0,200.0,200.0,1,1,200(고정),,
(주) 토이트론,MA00214,124000.0,124000.0,120863.0,124000.0,9,2,"120,863~124,000",,
(주) 토이트론,MA00217,124000.0,124000.0,124000.0,124000.0,11,1,"124,000(고정)",,
(주) 토이트론,MA00224,89500.0,89500.0,89500.0,89500.0,1,1,"89,500(고정)",,
(주) 토이트론,MA00230,172300.0,172300.0,167585.0,172300.0,9,2,"167,585~172,300",,
(주) 토이트론,MA00234,172300.0,172300.0,172300.0,172300.0,11,1,"172,300(고정)",,
(주) 토이트론,MA00236,111900.0,111900.0,111900.0,111900.0,1,1,"111,900(고정)",,
(주) 토이트론,MA00238,206800.0,206800.0,206800.0,206800.0,3,1,"206,800(고정)",,
(주) 토이트론,MA00241,206800.0,206800.0,206800.0,206800.0,14,1,"206,800(고정)",,
(주) 토이트론,MA00243,134000.0,134000.0,134000.0,134000.0,2,1,"134,000(고정)",,
(주) 토이트론,MA00551,44250.0,44250.0,44250.0,44250.0,1,1,"44,250(고정)",,
(주) 토이트론,MA00564,74000.0,74000.0,74000.0,74000.0,1,1,"74,000(고정)",,
(주) 토이트론,MA00589,101700.0,101700.0,101700.0,101700.0,4,1,"101,700(고정)",,
(주) 토이트론,MA00719,180.0,180.0,180.0,180.0,1,1,180(고정),,
(주) 토이트론,MA00726,200.0,200.0,190.0,200.0,13,2,190~200,,
(주) 토이트론,MA00736,44600.0,44600.0,44600.0,44600.0,1,1,"44,600(고정)",,
(주) 토이트론,MA00758,60000.0,60000.0,60000.0,60000.0,1,1,"60,000(고정)",,
(주) 토이트론,MA00771,87900.0,85000.0,85000.0,90800.0,2,2,"85,000~90,800",,
(주) 토이트론,MA00773,128900.0,128900.0,128900.0,128900.0,1,1,"128,900(고정)",,
(주) 트랑고,001002,60000.0,60000.0,60000.0,60000.0,1,1,"60,000(고정)",,
(주) 트랑고,002,55000.0,55000.0,55000.0,55000.0,1,1,"55,000(고정)",,
(주) 트랑고,004001,120000.0,120000.0,120000.0,120000.0,1,1,"120,000(고정)",,
(주) 트랑고,033,50000.0,50000.0,50000.0,50000.0,1,1,"50,000(고정)",,
(주) 트랑고,303001,6500.0,5000.0,5000.0,8000.0,2,2,"5,000~8,000",2500.0,160.0
(주) 트랑고,303002,8000.0,8000.0,8000.0,8000.0,1,1,"8,000(고정)",2500.0,220.0
(주) 트랑고,703002,9000.0,9000.0,9000.0,9000.0,3,1,"9,000(고정)",7000.0,28.6
(주) 트랑고,706003,150.0,150.0,150.0,150.0,1,1,150(고정),,
(주) 트랑고,707001,50000.0,50000.0,50000.0,50000.0,1,1,"50,000(고정)",,
(주) 트랑고,MA00190,45800.0,45800.0,45800.0,45800.0,1,1,"45,800(고정)",,
(주) 트랑고,MA00234,156000.0,156000.0,156000.0,156000.0,1,1,"156,000(고정)",,
(주) 트랑고,MA00236,116600.0,116600.0,116600.0,116600.0,1,1,"116,600(고정)",,
(주) 필통북스,001001,50000.0,50000.0,50000.0,50000.0,9,1,"50,000(고정)",,
(주) 필통북스,001006,100000.0,100000.0,30000.0,130000.0,35,4,"30,000~130,000",,
(주) 필통북스,002,50000.0,50000.0,50000.0,55000.0,37,2,"50,000~55,000",,
(주) 필통북스,004001,250000.0,250000.0,200000.0,300000.0,14,4,"200,000~300,000",,
(주) 필통북스,006,30000.0,30000.0,30000.0,100000.0,25,2,"30,000~100,000",,
(주) 필통북스,052,30000.0,30000.0,30000.0,40000.0,16,2,"30,000~40,000",,
(주) 필통북스,303001,7000.0,7000.0,1900.0,7000.0,53,7,"1,900~7,000",2500.0,180.0
(주) 필통북스,303002,5000.0,5000.0,3000.0,7000.0,52,9,"3,000~7,000",2500.0,100.0
(주) 필통북스,703002,6500.0,6500.0,6500.0,8000.0,105,2,"6,500~8,000",7000.0,-7.1
(주) 필통북스,706001,110.0,110.0,100.0,115.0,12,3,100~115,,
(주) 필통북스,706002,50.0,50.0,50.0,50.0,26,1,50(고정),,
(주) 필통북스,706009,200.0,200.0,200.0,200.0,8,1,200(고정),,
(주) 필통북스,706010,0.6,0.6,0.5,250000.0,35,13,"0~250,000",,
(주) 필통북스,706026,1000000.0,1000000.0,1000000.0,1000000.0,2,1,"1,000,000(고정)",,
(주) 필통북스,706037,13000.0,13000.0,13000.0,13000.0,1,1,"13,000(고정)",,
(주) 필통북스,707001,50000.0,50000.0,25000.0,55000.0,5,4,"25,000~55,000",,
(주) 필통북스,707009,100.0,100.0,80.0,10000.0,27,3,"80~10,000",,
(주) 필통북스,707011,25500.0,250.0,250.0,64000.0,6,4,"250~64,000",,
(주) 필통북스,MA00204,99000.0,99000.0,99000.0,100000.0,3,2,"99,000~100,000",,
(주) 필통북스,MA00208,67000.0,67000.0,67000.0,67000.0,12,1,"67,000(고정)",,
(주) 필통북스,MA00234,161000.0,161000.0,161000.0,161000.0,5,1,"161,000(고정)",,
